seq, 10000, 0, 0.000125, 31.135875
mpi, 10000, 1, 0.000118, 29.494895
mpi, 10000, 10, 0.000029, 6.724296
mpi, 10000, 20, 0.000049, 9.724296
mpi, 10000, 50, 0.000132, 26.567967
cuda, 10000, 50, 0.001874, 504.312423
cuda, 10000, 100, 0.001274, 304.312423
cuda, 10000, 1000, 0.000282, 67.341211
cuda, 10000, 10000, 0.000035, 8.323249
